Moray West|Scottish Liberal Democrats|Neil Alexander|None|||
Perth and Kinross|Scottish Liberal Democrats|Amanda Clark|None|3,681|7.4|-0.6
Rutherglen|Scottish Liberal Democrats|Gloria Adebo|None|1,714|4.0|
Stirling and Strathallan|Scottish Liberal Democrats|Hamish Taylor|None|2,530|5.1|-0.7
Airdrie and Shotts|Scottish Liberal Democrats|Lewis Younie|None|725|2.0|
Central Ayrshire|Scottish Liberal Democrats|Elaine Ford|None|||
East Renfrewshire|Scottish Liberal Democrats|Alan Grant|None|1,150|2.3|-5.2
East Renfrewshire|Liberal Party |Allan Steele|None|481|1.0|
York Central |Liberal Democrats |Alan Page|None|3,051|7|-0.8
Calder Valley |Liberal Democrats |Donal O'Hanlon|None|2,587|5.2|+0.1
Rawmarsh and Conisbrough|Liberal Democrats |Paul Horton|None|1,137|3.4|-0.3
Barnsley North |Liberal Democrats |Penny Baker|None|1,336|3.6|0.0
Wetherby and Easingwold|Liberal Democrats |James Monaghan |None|||
Normanton and Hemsworth |Liberal Democrats |Craig Dobson|None|||
Bridlington and The Wolds|Liberal Democrats |Jayne Phoenix|None|3,097|7.2|-0.3
Great Grimsby and Cleethorpes |Liberal Democrats |John Craig Lawson|None|1,036|2.8|-2.1
Kingston upon Hull North |Liberal Democrats |Craig Woolmer|None|||
Kingston upon Hull West and Haltemprice|Liberal Democrats |Linda Johnson|None|||
Leeds Central and Headingley|Liberal Democrats |Chris Howley|None|||0
Leeds West and Pudsey  |Liberal Democrats |Dan Walker |None|1,743|4.5|
Keighley and Ilkley  |Liberal Democrats |Chris Adams |None|970|2.1|-2.8
Bradford East |Liberal Democrats |Robert Michael St John O'Carroll  |None|1,910|5.1|-2.6
Bradford South |Liberal Democrats  |Anthony Smith|None|954|2.9|-0.8
Colne Valley |Liberal Democrats |Katharine Macy|None|||
Dewsbury and Batley|Liberal Democrats |John Edward Rossington|None|6,934|18.2|
Doncaster Central|Liberal Democrats |Greg Ruback|None|||
Goole and Pocklington |Liberal Democrats |Dale Richard Needham|None|3,380|6.8|-1.0
Halifax  |Liberal Democrats |Samuel Jackson|None|2,359|5.9|+1.1
Huddersfield|Liberal Democrats |Jan Dobrucki|None|||
Leeds East|Liberal Democrats |Tobie Abel|None|||
Leeds North East|Liberal Democrats |Gary Busuttil|None|2,168|4.8|-6.4
Leeds North West |Liberal Democrats |Ryk Downes|None|||
Leeds South|Liberal Democrats |George Sykes|None|1,340||
Leeds South West and Morley |Liberal Democrats |Michael Fox|None|1,798|4.5|+1.7
Ossett and Denby Dale |Liberal Democrats |James Wilkinson |None|||
Penistone and Stocksbridge|Liberal Democrats |Robert Reiss|None|2,866|6.5|
Pontefract|Liberal Democrats |Jamie Needle|None|1,213|3.4|
Richmond and Northallerton|Liberal Democrats |Daniel Callaghan|None|4,322|8.9|-3.6
Rotherham|Liberal Democrats |Adam Carter|None|||
Scunthorpe|Liberal Democrats |Cahal Burke|None|942|2.4|-0.2
Sheffield Brightside and Hillsborough|Liberal Democrats |Will Sapwell|None|||
Sheffield Central|Liberal Democrats |Sam Christmas|None|||
Sheffield South East|Liberal Democrats |Sophie Thornton|None|||
Shipley |Liberal Democrats |Graham Richard Reed |None|1,341|2.8|-3.1
Spen Valley|Liberal Democrats |Alison Brelsford|None|||
Wakefield and Rothwell|Liberal Democrats |Stewart Golton |None|||
Ruislip|Liberal Democrats |Jonathan Banks|None|4,343|9.2|
Uxbridge and South Ruislip|Liberal Democrats |Ian Rex-Hawkes|None|1,752|3.8|
Kingston and Surbiton|Liberal Democrats |Ed Davey|winning|25,870|51.1|
Harrow West |Liberal Democrats |Chris Noyce|None|2,404|5.3|
Islington North|Liberal Democrats |Vikas Aggarwal|None|1,661|3.4|
Vauxhall and Camberwell Green|Liberal Democrats |Chris French|None|4,549|12.1|
Ealing Southall |Liberal Democrats |Tariq Mahmood|None|||
Ealing Southall |Liberal Democrats |Tariq Mahmood|None|3,933|9.3|+5.1
Streatham and Croydon North |Liberal Democrats |Claire Bonham|None|5,031|11.3|-6.2
Beckenham and Penge|Liberal Democrats |Chloe-Jane Ross|None|||
Bethnal Green and Stepney|Liberal Democrats |Rabina Khan|None|||
Brent East|Liberal Democrats |Jonny Singh|None|2,635|7.0|
Brent West|Liberal Democrats |Paul Lorber|None|3,013|7.3|
Bromley and Biggin Hill|Liberal Democrats |Julie Ireland|None|4,352|9.3|-6.7
Clapham and Brixton Hill |Liberal Democrats |Ben Curtis|None|||
Croydon East|Liberal Democrats |Andrew Pelling|None|3,563|8.1|
Croydon West|Liberal Democrats |Jahir Hussain|None|||
Edmonton and Winchmore Hill|Liberal Democrats |Tim Martin|None|||
Edmonton and Winchmore Hill|Liberal Democrats |Ulysse Abbate|None|2,423|5.3|-2.2
Hammersmith and Chiswick|Liberal Democrats |Eraj Rostaqi|None|||
Hammersmith and Chiswick|Liberal Democrats |Scott Emery|None|6,181|12.7|0
Hornsey and Friern Barnet|Liberal Democrats |Dawn Barnes|None|6,099|12.5|-13.1
Kensington and Bayswater|Liberal Democrats |William Houngbo |None|||
Lewisham North|Liberal Democrats |Jean Branch|None|||
Lewisham West and East Dulwich|Liberal Democrats |Josh Matthews|None|||
Peckham|Liberal Democrats |David Watson|None|||
Queen|Liberal Democrats |Helen Baxter|None|3,417|8.9|-5
Southgate and Wood Green|Liberal Democrats |Lauren Fulbright|None|3,925|8.6|-0.6
West Ham and Beckton |Liberal Democrats |Emily Bigland|None|1,606|4.4|-1.7
Barking|Liberal Democrats |Charley Hasted|None|1,015|2.8|
Battersea|Liberal Democrats |Francis Chubb|None|4,826|10.3|
Bermondsey and Old Southwark|Liberal Democrats |Rachel Bentley|None|9,070|24.1|
Bexleyheath and Crayford|Liberal Democrats |David McBride|None|2204|5.1|
Brentford and Isleworth|Liberal Democrats |Kuldev Sehra|None|3,863|8.5|-7.8
Carshalton and Wallington|Liberal Democrats |Bobby Dean |winning|20,126|43.1|
Chelsea and Fulham|Liberal Democrats |Blaise Baquiche|None|3,611|7.7|
Chingford and Woodford Green|Liberal Democrats |Josh Hadley|None|||
Chipping Barnet|Liberal Democrats |Mark Durrant|None|2,614||
Cities of London and Westminster|Liberal Democrats |Edward Lucas |None|4,335|11.1|
Croydon South|Liberal Democrats |Richard Howard|None|4,384|8.9|
Dagenham and Rainham|Liberal Democrats |Francesca Flack|None|1,033|2.7|
Dulwich and West Norwood|Liberal Democrats |Donna Harris|None|3,485|7.7|
Ealing Central and Acton|Liberal Democrats |Alastair Mitton|None|||
Ealing Central and Acton|Liberal Democrats |Sonul Badiani|None|9,444|17.2|
Ealing North|Liberal Democrats |Craig O|None|||
Ealing North|Liberal Democrats |Henrietta Bewley|None|4,370|8.8|+6.4
East Ham|Liberal Democrats |Hillary Briffa|None|||
Enfield North|Liberal Democrats |Guy Russo|None|||
Enfield North|Liberal Democrats |Guy Russo|None|2,950|6.5|+4.4
Erith and Thamesmead |Liberal Democrats |Pierce Chalmers|None|||
Feltham and Heston|Liberal Democrats |Dhruv Sengupta|None|||
Feltham and Heston|Liberal Democrats |Hina Malik|None|3,127|6.5|+3.9
